SecID, Time, Quantity, Price, OrderType, OrderID
AAPL,2020-10-25-02-15-01,181,119.92,SELL,1228,
AAPL,2020-10-25-02-29-56,98,119.77,SELL,1229,
AAPL,2020-10-25-02-34-37,87,120.73,BUY,1230,
AAPL,2020-10-25-02-32-05,132,121.26,SELL,1231,
AAPL,2020-10-25-02-37-28,188,120.41,BUY,1232,
AAPL,2020-10-25-02-16-39,159,120.65,BUY,1233,
AAPL,2020-10-25-02-18-21,144,120.43,BUY,1234,
AAPL,2020-10-25-02-34-11,153,120.22,BUY,1235,
AAPL,2020-10-25-02-44-03,175,120.07,BUY,1236,
AAPL,2020-10-25-02-32-28,158,120.12,SELL,1237,
AAPL,2020-10-25-02-52-21,87,120.3,SELL,1238,
AAPL,2020-10-25-02-33-35,90,120.67,BUY,1239,
AAPL,2020-10-25-02-40-28,113,120.54,SELL,1240,
AAPL,2020-10-25-02-37-25,49,120.14,BUY,1241,
AAPL,2020-10-25-02-42-14,80,120.86,SELL,1242,
AAPL,2020-10-25-02-27-29,130,120.69,SELL,1243,
AAPL,2020-10-25-02-28-04,193,120.61,BUY,1244,
AAPL,2020-10-25-02-17-33,103,119.78,SELL,1245,
AAPL,2020-10-25-02-38-32,181,120.61,SELL,1246,
AAPL,2020-10-25-02-45-42,116,120.75,SELL,1247,
AAPL,2020-10-25-02-26-49,111,121.01,BUY,1248,
AAPL,2020-10-25-02-29-08,151,119.95,SELL,1249,
AAPL,2020-10-25-02-40-44,115,120.55,BUY,1250,
AAPL,2020-10-25-02-36-55,60,120.44,SELL,1251,
AAPL,2020-10-25-02-33-12,184,120.14,BUY,1252,
AAPL,2020-10-25-02-56-45,173,120.27,BUY,1253,
AAPL,2020-10-25-02-53-13,108,120.32,SELL,1254,
AAPL,2020-10-25-02-31-46,82,120.26,SELL,1255,
AAPL,2020-10-25-02-49-59,138,120.64,SELL,1256,
AAPL,2020-10-25-02-29-04,112,120.53,BUY,1257,
AAPL,2020-10-25-02-51-10,134,120.65,SELL,1258,
AAPL,2020-10-25-02-25-29,90,120.65,BUY,1259,
AAPL,2020-10-25-02-33-29,141,120.56,SELL,1260,
AAPL,2020-10-25-02-30-30,142,119.88,SELL,1261,
AAPL,2020-10-25-02-23-48,166,119.93,SELL,1262,
AAPL,2020-10-25-02-29-30,66,120.11,BUY,1263,
AAPL,2020-10-25-02-37-59,159,120.13,SELL,1264,
AAPL,2020-10-25-02-39-35,104,120.9,BUY,1265,
AAPL,2020-10-25-02-31-24,76,120.2,SELL,1266,
AAPL,2020-10-25-02-20-31,169,121.44,SELL,1267,
AAPL,2020-10-25-02-52-29,124,120.78,SELL,1268,
AAPL,2020-10-25-02-25-03,118,120.97,BUY,1269,
AAPL,2020-10-25-02-27-46,137,119.96,BUY,1270,
AAPL,2020-10-25-02-35-03,84,121.36,BUY,1271,
AAPL,2020-10-25-02-16-01,70,120.29,SELL,1272,
AAPL,2020-10-25-02-38-16,68,121.17,BUY,1273,
AAPL,2020-10-25-02-30-31,123,120.17,SELL,1274,
AAPL,2020-10-25-02-42-46,148,120.59,BUY,1275,
AAPL,2020-10-25-02-17-12,71,119.99,SELL,1276,
AAPL,2020-10-25-02-29-32,71,120.67,BUY,1277,
AAPL,2020-10-25-02-31-56,117,120.29,SELL,1278,
AAPL,2020-10-25-02-16-01,152,120.84,SELL,1279,
AAPL,2020-10-25-02-35-52,116,120.26,SELL,1280,
AAPL,2020-10-25-01-57-07,148,120.22,SELL,1281,
AAPL,2020-10-25-02-27-17,160,120.16,BUY,1282,
AAPL,2020-10-25-02-26-55,101,120.58,SELL,1283,
AAPL,2020-10-25-02-00-17,89,120.32,SELL,1284,
AAPL,2020-10-25-02-02-44,227,120.46,SELL,1285,
AAPL,2020-10-25-02-25-20,164,120.04,BUY,1286,
AAPL,2020-10-25-02-17-53,105,120.57,SELL,1287,
AAPL,2020-10-25-02-08-04,95,120.56,SELL,1288,
AAPL,2020-10-25-02-36-50,121,120.12,BUY,1289,
AAPL,2020-10-25-02-37-35,77,120.35,BUY,1290,
AAPL,2020-10-25-02-32-23,165,121.1,BUY,1291,
AAPL,2020-10-25-02-54-06,111,120.34,SELL,1292,
AAPL,2020-10-25-02-45-51,161,120.35,BUY,1293,
AAPL,2020-10-25-02-40-38,69,119.99,SELL,1294,
AAPL,2020-10-25-02-45-35,88,120.19,SELL,1295,
AAPL,2020-10-25-02-31-47,122,120.37,BUY,1296,
AAPL,2020-10-25-02-24-21,94,120.65,SELL,1297,
AAPL,2020-10-25-02-26-59,148,120.2,BUY,1298,
AAPL,2020-10-25-02-02-50,145,121.18,SELL,1299,
AAPL,2020-10-25-02-40-07,170,120.85,BUY,1300,
AAPL,2020-10-25-02-39-06,189,120.59,SELL,1301,
AAPL,2020-10-25-02-32-25,191,121.1,BUY,1302,
AAPL,2020-10-25-02-40-58,93,120.17,BUY,1303,
AAPL,2020-10-25-02-09-43,96,120.03,SELL,1304,
AAPL,2020-10-25-02-26-07,201,120.31,BUY,1305,
AAPL,2020-10-25-02-29-50,55,120.51,BUY,1306,
AAPL,2020-10-25-02-32-03,90,120.67,SELL,1307,
AAPL,2020-10-25-02-30-42,135,119.94,BUY,1308,
AAPL,2020-10-25-02-24-25,137,120.16,SELL,1309,
AAPL,2020-10-25-02-23-43,91,120.83,BUY,1310,
AAPL,2020-10-25-02-37-23,107,120.66,SELL,1311,
AAPL,2020-10-25-02-42-17,116,120.46,BUY,1312,
AAPL,2020-10-25-02-19-21,146,120.21,BUY,1313,
AAPL,2020-10-25-02-18-45,45,119.72,BUY,1314,
AAPL,2020-10-25-02-37-24,58,120.67,BUY,1315,
AAPL,2020-10-25-02-28-39,118,120.74,SELL,1316,
AAPL,2020-10-25-02-38-55,172,120.61,SELL,1317,
AAPL,2020-10-25-02-46-25,48,120.17,BUY,1318,
AAPL,2020-10-25-02-32-48,141,120.54,SELL,1319,
AAPL,2020-10-25-02-07-48,53,120.08,BUY,1320,
AAPL,2020-10-25-02-50-27,90,120.85,SELL,1321,
AAPL,2020-10-25-02-22-51,103,120.52,SELL,1322,
AAPL,2020-10-25-02-23-19,115,120.55,BUY,1323,
AAPL,2020-10-25-02-35-12,113,120.04,BUY,1324,
AAPL,2020-10-25-02-22-02,113,120.46,BUY,1325,
AAPL,2020-10-25-02-40-34,73,120.27,BUY,1326,
AAPL,2020-10-25-02-21-10,110,120.08,BUY,1327,
AAPL,2020-10-25-03-00-54,126,120.42,BUY,1328,
AAPL,2020-10-25-02-43-24,140,120.63,SELL,1329,
AAPL,2020-10-25-02-34-49,124,120.5,SELL,1330,
AAPL,2020-10-25-03-01-04,125,120.8,SELL,1331,
AAPL,2020-10-25-02-13-09,118,120.07,SELL,1332,
AAPL,2020-10-25-02-50-35,114,120.33,BUY,1333,
AAPL,2020-10-25-02-38-34,122,120.89,SELL,1334,
AAPL,2020-10-25-02-40-05,80,120.08,BUY,1335,
AAPL,2020-10-25-02-35-53,127,120.19,BUY,1336,
AAPL,2020-10-25-02-53-50,162,120.52,SELL,1337,
AAPL,2020-10-25-02-20-46,89,120.69,SELL,1338,
AAPL,2020-10-25-02-33-18,178,120.76,SELL,1339,
AAPL,2020-10-25-02-22-43,111,120.78,BUY,1340,
AAPL,2020-10-25-02-52-31,171,119.93,SELL,1341,
AAPL,2020-10-25-02-39-09,80,119.77,BUY,1342,
AAPL,2020-10-25-02-28-21,113,121.2,BUY,1343,
AAPL,2020-10-25-02-16-19,102,120.7,BUY,1344,
AAPL,2020-10-25-02-12-42,111,120.22,BUY,1345,
AAPL,2020-10-25-02-29-58,124,120.69,BUY,1346,
AAPL,2020-10-25-02-34-01,90,120.74,BUY,1347,
AAPL,2020-10-25-02-30-47,131,120.15,BUY,1348,
AAPL,2020-10-25-02-37-09,123,120.97,SELL,1349,
AAPL,2020-10-25-02-24-24,103,121.06,SELL,1350,
AAPL,2020-10-25-02-24-44,76,120.44,SELL,1351,
AAPL,2020-10-25-02-16-05,118,120.28,SELL,1352,
AAPL,2020-10-25-02-21-49,171,120.66,SELL,1353,
AAPL,2020-10-25-02-35-35,194,121.04,BUY,1354,
AAPL,2020-10-25-02-13-37,116,120.55,SELL,1355,
AAPL,2020-10-25-02-33-56,93,119.94,SELL,1356,
AAPL,2020-10-25-02-51-20,105,120.01,BUY,1357,
AAPL,2020-10-25-02-19-56,72,120.63,SELL,1358,
AAPL,2020-10-25-02-35-49,80,119.99,BUY,1359,
AAPL,2020-10-25-02-17-06,137,119.84,SELL,1360,
AAPL,2020-10-25-02-28-55,91,120.94,BUY,1361,
AAPL,2020-10-25-02-36-01,63,120.82,SELL,1362,
AAPL,2020-10-25-02-39-45,63,121.24,SELL,1363,
AAPL,2020-10-25-02-26-32,99,120.44,SELL,1364,
AAPL,2020-10-25-02-34-12,89,120.27,SELL,1365,
AAPL,2020-10-25-02-19-41,59,120.36,SELL,1366,
AAPL,2020-10-25-02-33-34,116,120.54,SELL,1367,
AAPL,2020-10-25-02-32-02,156,120.43,BUY,1368,
AAPL,2020-10-25-02-39-06,132,120.23,SELL,1369,
AAPL,2020-10-25-02-09-12,150,120.56,BUY,1370,
AAPL,2020-10-25-02-43-51,83,120.6,BUY,1371,
AAPL,2020-10-25-02-47-32,66,121.4,BUY,1372,
AAPL,2020-10-25-02-13-28,47,120.25,SELL,1373,
AAPL,2020-10-25-02-34-53,154,120.29,BUY,1374,
AAPL,2020-10-25-02-28-33,65,120.33,BUY,1375,
AAPL,2020-10-25-02-58-43,142,120.31,SELL,1376,
AAPL,2020-10-25-02-48-39,87,120.21,SELL,1377,
AAPL,2020-10-25-02-09-57,160,120.58,SELL,1378,
AAPL,2020-10-25-02-35-00,112,120.52,SELL,1379,
AAPL,2020-10-25-02-38-58,96,120.72,BUY,1380,
AAPL,2020-10-25-02-20-45,120,120.26,BUY,1381,
AAPL,2020-10-25-02-44-13,146,120.68,SELL,1382,
AAPL,2020-10-25-02-27-13,100,120.66,BUY,1383,
AAPL,2020-10-25-01-58-56,164,120.83,SELL,1384,
AAPL,2020-10-25-02-30-06,172,120.49,BUY,1385,
AAPL,2020-10-25-02-12-42,164,120.5,BUY,1386,
AAPL,2020-10-25-02-40-30,83,119.79,BUY,1387,
AAPL,2020-10-25-02-27-36,103,119.81,BUY,1388,
AAPL,2020-10-25-02-26-55,107,120.36,SELL,1389,
AAPL,2020-10-25-02-22-57,195,120.25,SELL,1390,
AAPL,2020-10-25-02-34-45,104,120.4,BUY,1391,
AAPL,2020-10-25-02-42-25,98,120.67,SELL,1392,
AAPL,2020-10-25-02-40-41,109,119.9,SELL,1393,
AAPL,2020-10-25-02-16-51,128,120.65,SELL,1394,
AAPL,2020-10-25-02-31-54,121,120.88,SELL,1395,
AAPL,2020-10-25-02-41-14,126,120.45,SELL,1396,
AAPL,2020-10-25-02-21-24,172,120.34,BUY,1397,
AAPL,2020-10-25-02-41-32,154,120.75,SELL,1398,
AAPL,2020-10-25-02-25-40,155,120.85,SELL,1399,
AAPL,2020-10-25-02-13-14,93,120.75,BUY,1400,
AAPL,2020-10-25-02-36-00,104,120.47,SELL,1401,
AAPL,2020-10-25-02-19-42,133,120.65,BUY,1402,
AAPL,2020-10-25-02-42-20,101,120.27,BUY,1403,
AAPL,2020-10-25-02-28-27,119,120.4,SELL,1404,
AAPL,2020-10-25-02-11-16,63,120.25,SELL,1405,
AAPL,2020-10-25-02-17-25,125,120.69,SELL,1406,
AAPL,2020-10-25-02-15-46,161,120.3,SELL,1407,
AAPL,2020-10-25-02-22-05,144,121.04,BUY,1408,
AAPL,2020-10-25-02-44-10,96,120.15,SELL,1409,
AAPL,2020-10-25-02-23-52,114,120.55,SELL,1410,
AAPL,2020-10-25-02-36-23,118,120.62,SELL,1411,
AAPL,2020-10-25-02-39-19,28,120.55,SELL,1412,
AAPL,2020-10-25-02-31-10,115,121.11,BUY,1413,
AAPL,2020-10-25-02-35-11,127,120.75,SELL,1414,
AAPL,2020-10-25-02-40-23,130,120.23,BUY,1415,
AAPL,2020-10-25-02-09-03,124,120.51,SELL,1416,
AAPL,2020-10-25-02-38-56,94,120.47,SELL,1417,
AAPL,2020-10-25-02-38-07,130,120.36,BUY,1418,
AAPL,2020-10-25-02-29-17,110,120.62,BUY,1419,
AAPL,2020-10-25-02-20-49,80,120.61,BUY,1420,
AAPL,2020-10-25-01-55-41,127,120.12,BUY,1421,
AAPL,2020-10-25-02-47-50,88,120.46,BUY,1422,
AAPL,2020-10-25-02-27-05,79,120.29,BUY,1423,
AAPL,2020-10-25-02-26-45,91,121.36,SELL,1424,
AAPL,2020-10-25-03-03-34,132,120.47,SELL,1425,
AAPL,2020-10-25-02-47-42,103,120.7,SELL,1426,
AAPL,2020-10-25-02-54-08,109,120.4,BUY,1427,
AAPL,2020-10-25-02-15-27,109,119.97,BUY,1428,
AAPL,2020-10-25-02-29-55,78,120.8,SELL,1429,
AAPL,2020-10-25-02-23-31,130,120.77,BUY,1430,
AAPL,2020-10-25-02-36-09,152,120.54,BUY,1431,
AAPL,2020-10-25-02-38-11,116,120.03,SELL,1432,
AAPL,2020-10-25-02-31-59,181,120.85,SELL,1433,
AAPL,2020-10-25-02-10-23,74,120.25,SELL,1434,
AAPL,2020-10-25-02-54-51,80,120.15,BUY,1435,
AAPL,2020-10-25-02-37-52,63,119.96,BUY,1436,
AAPL,2020-10-25-02-43-17,110,120.42,SELL,1437,
AAPL,2020-10-25-02-20-44,67,120.18,SELL,1438,
AAPL,2020-10-25-02-44-41,140,120.51,BUY,1439,
AAPL,2020-10-25-02-40-46,102,120.22,SELL,1440,
AAPL,2020-10-25-02-29-23,83,120.55,SELL,1441,
AAPL,2020-10-25-02-42-56,141,120.23,BUY,1442,
AAPL,2020-10-25-02-35-01,43,120.51,BUY,1443,
AAPL,2020-10-25-02-17-47,131,120.69,BUY,1444,
AAPL,2020-10-25-02-21-45,42,120.12,BUY,1445,
AAPL,2020-10-25-02-34-13,104,120.26,SELL,1446,
AAPL,2020-10-25-02-11-33,70,120.49,SELL,1447,
AAPL,2020-10-25-02-27-52,156,120.45,BUY,1448,
AAPL,2020-10-25-02-16-51,221,120.32,SELL,1449,
AAPL,2020-10-25-02-29-46,135,120.68,BUY,1450,
AAPL,2020-10-25-02-41-52,107,120.42,SELL,1451,
AAPL,2020-10-25-02-30-19,125,120.07,SELL,1452,
AAPL,2020-10-25-02-18-24,177,120.27,SELL,1453,
AAPL,2020-10-25-02-00-29,144,120.63,BUY,1454,
AAPL,2020-10-25-02-18-36,107,120.48,BUY,1455,
AAPL,2020-10-25-02-24-56,161,120.88,BUY,1456,
AAPL,2020-10-25-02-40-21,135,121.06,SELL,1457,
AAPL,2020-10-25-02-32-25,80,120.68,BUY,1458,
AAPL,2020-10-25-02-40-20,108,120.56,BUY,1459,
AAPL,2020-10-25-02-38-48,95,120.97,SELL,1460,
AAPL,2020-10-25-02-36-38,55,120.98,SELL,1461,
AAPL,2020-10-25-02-16-59,67,120.13,BUY,1462,
AAPL,2020-10-25-02-24-39,107,120.53,SELL,1463,
AAPL,2020-10-25-02-59-11,118,120.3,BUY,1464,
AAPL,2020-10-25-02-38-08,78,120.66,BUY,1465,
AAPL,2020-10-25-02-34-30,154,120.56,BUY,1466,
AAPL,2020-10-25-02-39-29,117,119.97,BUY,1467,
AAPL,2020-10-25-02-24-45,152,120.56,BUY,1468,
AAPL,2020-10-25-02-16-30,70,120.7,SELL,1469,
AAPL,2020-10-25-02-31-16,133,120.56,BUY,1470,
AAPL,2020-10-25-02-28-02,41,120.58,SELL,1471,
AAPL,2020-10-25-02-29-03,68,119.84,SELL,1472,
AAPL,2020-10-25-02-18-04,79,120.48,SELL,1473,
AAPL,2020-10-25-02-33-33,203,120.74,SELL,1474,
AAPL,2020-10-25-02-16-34,118,120.54,SELL,1475,
AAPL,2020-10-25-02-40-51,198,120.08,BUY,1476,
AAPL,2020-10-25-02-52-24,64,120.86,SELL,1477,
AAPL,2020-10-25-02-35-02,122,120.91,BUY,1478,
AAPL,2020-10-25-02-38-58,88,120.76,BUY,1479,
AAPL,2020-10-25-02-37-50,94,120.04,BUY,1480,
AAPL,2020-10-25-02-42-52,107,120.3,SELL,1481,
AAPL,2020-10-25-02-18-08,94,120.01,SELL,1482,
AAPL,2020-10-25-02-49-30,192,120.47,SELL,1483,
AAPL,2020-10-25-02-21-24,154,121.03,SELL,1484,
AAPL,2020-10-25-02-35-13,11,120.74,BUY,1485,
AAPL,2020-10-25-02-24-58,128,120.52,SELL,1486,
AAPL,2020-10-25-02-20-26,113,121.01,BUY,1487,
AAPL,2020-10-25-02-25-26,145,120.52,BUY,1488,
AAPL,2020-10-25-02-36-25,91,120.26,SELL,1489,
AAPL,2020-10-25-02-40-48,108,120.18,BUY,1490,
AAPL,2020-10-25-02-39-52,148,120.16,SELL,1491,
AAPL,2020-10-25-02-38-21,125,121.03,SELL,1492,
AAPL,2020-10-25-02-43-18,86,120.24,SELL,1493,
AAPL,2020-10-25-02-35-12,177,120.88,BUY,1494,
AAPL,2020-10-25-02-25-40,71,121.19,BUY,1495,
AAPL,2020-10-25-02-45-19,164,120.2,BUY,1496,
AAPL,2020-10-25-02-44-25,123,120.6,SELL,1497,
AAPL,2020-10-25-02-04-24,202,120.87,SELL,1498,
AAPL,2020-10-25-02-36-37,51,120.9,BUY,1499,
AAPL,2020-10-25-02-12-01,112,120.94,BUY,1500,
AAPL,2020-10-25-02-33-25,44,119.85,SELL,1501,
AAPL,2020-10-25-02-16-15,147,120.78,SELL,1502,
AAPL,2020-10-25-02-45-09,105,120.89,SELL,1503,
AAPL,2020-10-25-02-22-21,95,120.32,BUY,1504,
AAPL,2020-10-25-02-52-31,125,119.89,SELL,1505,
AAPL,2020-10-25-02-18-39,188,120.17,BUY,1506,
AAPL,2020-10-25-02-26-03,44,120.14,SELL,1507,
AAPL,2020-10-25-02-26-08,99,120.46,SELL,1508,
AAPL,2020-10-25-02-31-40,131,120.36,SELL,1509,
AAPL,2020-10-25-02-22-21,104,120.29,BUY,1510,
AAPL,2020-10-25-02-51-16,103,120.35,SELL,1511,
AAPL,2020-10-25-02-34-45,147,120.75,BUY,1512,
AAPL,2020-10-25-02-30-53,150,120.58,SELL,1513,
AAPL,2020-10-25-02-31-51,95,120.22,SELL,1514,
AAPL,2020-10-25-02-28-50,103,120.64,SELL,1515,
AAPL,2020-10-25-03-03-30,87,120.77,SELL,1516,
AAPL,2020-10-25-02-31-53,113,120.59,BUY,1517,
AAPL,2020-10-25-02-41-56,70,120.47,SELL,1518,
AAPL,2020-10-25-02-40-28,138,120.61,SELL,1519,
AAPL,2020-10-25-02-48-28,114,120.14,BUY,1520,
AAPL,2020-10-25-02-33-51,69,120.81,SELL,1521,
AAPL,2020-10-25-02-13-33,139,120.74,SELL,1522,
AAPL,2020-10-25-02-11-15,127,120.07,BUY,1523,
AAPL,2020-10-25-02-09-33,138,120.61,SELL,1524,
AAPL,2020-10-25-02-39-28,89,120.24,BUY,1525,
AAPL,2020-10-25-02-25-07,71,120.44,BUY,1526,
AAPL,2020-10-25-02-22-08,73,120.54,SELL,1527,
AAPL,2020-10-25-02-27-33,98,120.66,BUY,1528,
AAPL,2020-10-25-02-24-49,108,120.66,BUY,1529,
AAPL,2020-10-25-02-22-23,132,120.52,BUY,1530,
AAPL,2020-10-25-02-28-42,70,120.21,SELL,1531,
AAPL,2020-10-25-02-20-06,111,120.18,SELL,1532,
AAPL,2020-10-25-02-50-13,182,120.27,SELL,1533,
AAPL,2020-10-25-02-29-09,150,120.34,SELL,1534,
AAPL,2020-10-25-02-09-37,170,120.4,BUY,1535,
AAPL,2020-10-25-02-42-25,174,120.81,SELL,1536,
AAPL,2020-10-25-02-20-20,152,120.74,BUY,1537,
AAPL,2020-10-25-02-15-18,117,120.22,SELL,1538,
AAPL,2020-10-25-02-29-24,113,119.96,BUY,1539,
AAPL,2020-10-25-02-26-35,128,120.23,BUY,1540,
AAPL,2020-10-25-02-32-51,68,120.95,BUY,1541,
AAPL,2020-10-25-02-16-47,166,120.55,BUY,1542,
AAPL,2020-10-25-02-10-56,102,120,SELL,1543,
AAPL,2020-10-25-02-55-01,184,120.1,SELL,1544,
AAPL,2020-10-25-02-26-45,127,120.11,BUY,1545,
AAPL,2020-10-25-02-16-32,173,120.51,BUY,1546,
AAPL,2020-10-25-02-23-06,112,120.66,SELL,1547,
AAPL,2020-10-25-02-20-22,141,120.84,BUY,1548,
AAPL,2020-10-25-02-24-17,140,119.78,BUY,1549,
AAPL,2020-10-25-02-22-02,114,120.15,SELL,1550,
AAPL,2020-10-25-02-26-37,147,120.14,SELL,1551,
AAPL,2020-10-25-02-38-46,119,120.35,BUY,1552,
AAPL,2020-10-25-02-21-22,117,120.08,BUY,1553,
AAPL,2020-10-25-02-46-46,165,120.77,SELL,1554,
AAPL,2020-10-25-02-32-34,137,120.54,SELL,1555,
AAPL,2020-10-25-02-44-17,202,120.42,BUY,1556,
AAPL,2020-10-25-02-23-01,88,120.62,BUY,1557,
AAPL,2020-10-25-02-42-50,156,119.82,BUY,1558,
AAPL,2020-10-25-02-16-02,138,120.58,SELL,1559,
AAPL,2020-10-25-02-38-29,77,120.35,SELL,1560,
AAPL,2020-10-25-02-49-39,117,120.36,BUY,1561,
AAPL,2020-10-25-02-37-15,106,120.78,SELL,1562,
AAPL,2020-10-25-02-44-40,69,120.58,SELL,1563,
AAPL,2020-10-25-02-17-46,81,120.24,SELL,1564,
AAPL,2020-10-25-02-37-17,98,120.74,BUY,1565,
AAPL,2020-10-25-02-45-34,153,120.25,BUY,1566,
AAPL,2020-10-25-02-43-48,44,120.58,BUY,1567,
AAPL,2020-10-25-02-43-31,125,120.47,SELL,1568,
AAPL,2020-10-25-02-33-34,164,120.55,SELL,1569,
AAPL,2020-10-25-02-29-00,176,120.53,BUY,1570,
AAPL,2020-10-25-02-18-05,128,120.08,BUY,1571,
AAPL,2020-10-25-02-19-30,45,120.19,SELL,1572,
AAPL,2020-10-25-02-42-19,18,119.93,SELL,1573,
AAPL,2020-10-25-02-24-32,60,120.63,BUY,1574,
AAPL,2020-10-25-02-31-50,175,121,BUY,1575,
AAPL,2020-10-25-02-31-50,99,120.36,BUY,1576,
AAPL,2020-10-25-02-29-32,130,120.59,BUY,1577,
AAPL,2020-10-25-02-32-28,121,120.08,BUY,1578,
AAPL,2020-10-25-02-19-54,186,120.51,SELL,1579,
AAPL,2020-10-25-02-38-43,105,120.65,SELL,1580,
AAPL,2020-10-25-02-34-39,87,120.97,SELL,1581,
AAPL,2020-10-25-02-32-36,157,120.24,BUY,1582,
AAPL,2020-10-25-02-13-27,146,120.43,BUY,1583,
AAPL,2020-10-25-02-21-30,126,120.71,SELL,1584,
AAPL,2020-10-25-02-57-01,109,120.32,SELL,1585,
AAPL,2020-10-25-02-24-03,154,120.32,BUY,1586,
AAPL,2020-10-25-02-19-07,148,120.41,BUY,1587,
AAPL,2020-10-25-02-26-33,132,120.49,SELL,1588,
AAPL,2020-10-25-02-33-50,146,120.97,SELL,1589,
AAPL,2020-10-25-02-20-47,100,120.61,BUY,1590,
AAPL,2020-10-25-02-18-07,112,121.14,BUY,1591,
AAPL,2020-10-25-02-09-42,132,120.02,BUY,1592,
AAPL,2020-10-25-02-34-51,115,120.82,BUY,1593,
AAPL,2020-10-25-02-32-35,161,121.19,BUY,1594,
AAPL,2020-10-25-02-48-03,127,120.8,SELL,1595,
AAPL,2020-10-25-02-39-42,213,120.26,SELL,1596,
AAPL,2020-10-25-02-26-32,139,120.87,SELL,1597,
AAPL,2020-10-25-02-38-03,104,120.56,SELL,1598,
AAPL,2020-10-25-02-25-30,106,120.73,BUY,1599,
AAPL,2020-10-25-02-11-29,109,120.09,BUY,1600,
AAPL,2020-10-25-02-34-06,66,121.14,BUY,1601,
AAPL,2020-10-25-02-40-33,46,120.5,SELL,1602,
AAPL,2020-10-25-02-48-31,196,120.75,BUY,1603,
AAPL,2020-10-25-02-06-42,147,120.87,BUY,1604,
AAPL,2020-10-25-02-18-59,152,120.53,SELL,1605,
AAPL,2020-10-25-02-37-08,151,120.41,BUY,1606,
AAPL,2020-10-25-02-16-05,100,120.51,BUY,1607,
AAPL,2020-10-25-02-12-36,124,120.8,BUY,1608,
AAPL,2020-10-25-02-37-47,115,120.95,SELL,1609,
AAPL,2020-10-25-02-22-43,166,120.12,SELL,1610,
AAPL,2020-10-25-02-27-05,103,120.59,BUY,1611,
AAPL,2020-10-25-02-41-38,123,120.99,SELL,1612,
AAPL,2020-10-25-02-13-12,161,120.37,SELL,1613,
AAPL,2020-10-25-02-31-24,94,120.17,BUY,1614,
AAPL,2020-10-25-02-41-14,177,120.7,SELL,1615,
AAPL,2020-10-25-02-47-39,157,120.64,SELL,1616,
AAPL,2020-10-25-02-27-41,134,120.72,SELL,1617,
AAPL,2020-10-25-02-15-30,38,120.19,BUY,1618,
AAPL,2020-10-25-02-32-47,58,120.62,BUY,1619,
AAPL,2020-10-25-02-21-43,63,120.05,BUY,1620,
AAPL,2020-10-25-02-12-37,84,120.59,BUY,1621,
AAPL,2020-10-25-02-21-11,96,121.05,BUY,1622,
AAPL,2020-10-25-02-59-44,175,120.71,BUY,1623,
AAPL,2020-10-25-02-27-56,199,120.67,SELL,1624,
AAPL,2020-10-25-02-48-07,169,120.83,BUY,1625,
AAPL,2020-10-25-02-29-27,151,120.36,BUY,1626,
AAPL,2020-10-25-02-25-39,119,120.38,SELL,1627,
AAPL,2020-10-25-02-21-15,123,120.28,SELL,1628,
AAPL,2020-10-25-02-45-56,114,120.11,SELL,1629,
AAPL,2020-10-25-02-29-13,95,120.96,BUY,1630,
AAPL,2020-10-25-02-56-20,168,119.91,BUY,1631,
AAPL,2020-10-25-02-12-46,123,120.11,SELL,1632,
AAPL,2020-10-25-02-01-51,140,120.35,SELL,1633,
AAPL,2020-10-25-02-40-10,230,120.89,SELL,1634,
AAPL,2020-10-25-02-14-19,150,119.93,BUY,1635,
AAPL,2020-10-25-02-44-34,127,120.33,SELL,1636,
AAPL,2020-10-25-02-36-31,99,120.67,SELL,1637,
AAPL,2020-10-25-02-26-07,75,119.94,SELL,1638,
AAPL,2020-10-25-02-28-58,118,120.56,BUY,1639,
AAPL,2020-10-25-02-30-24,121,120.08,BUY,1640,
AAPL,2020-10-25-02-35-13,145,120.35,SELL,1641,
AAPL,2020-10-25-02-20-26,112,120.27,BUY,1642,
AAPL,2020-10-25-02-30-23,45,120.33,BUY,1643,
AAPL,2020-10-25-02-29-31,127,120.35,BUY,1644,
AAPL,2020-10-25-02-22-49,93,120.06,SELL,1645,
AAPL,2020-10-25-02-26-10,64,120.26,BUY,1646,
AAPL,2020-10-25-02-42-02,179,120.92,BUY,1647,
AAPL,2020-10-25-02-22-13,141,120.57,SELL,1648,
AAPL,2020-10-25-02-20-53,67,120.06,SELL,1649,
AAPL,2020-10-25-02-45-49,108,120.35,BUY,1650,
AAPL,2020-10-25-02-31-35,49,120.71,SELL,1651,
AAPL,2020-10-25-03-02-44,165,120.59,BUY,1652,
AAPL,2020-10-25-02-26-02,190,120.46,BUY,1653,
AAPL,2020-10-25-02-38-46,108,120.54,BUY,1654,
AAPL,2020-10-25-02-48-33,73,121.04,BUY,1655,
AAPL,2020-10-25-02-22-16,116,120.23,SELL,1656,
AAPL,2020-10-25-02-22-01,134,120.12,SELL,1657,
AAPL,2020-10-25-02-42-03,122,120.66,BUY,1658,
AAPL,2020-10-25-02-37-00,141,120.73,SELL,1659,
AAPL,2020-10-25-02-35-24,48,120.99,SELL,1660,
AAPL,2020-10-25-02-41-24,108,120.22,BUY,1661,
AAPL,2020-10-25-02-28-44,109,120.02,SELL,1662,
AAPL,2020-10-25-02-14-17,116,121.07,SELL,1663,
